,author,date,product_id,product_name,firm,rate,text,topic
4623,Artemis,22.5.18,SYN0005072-000,4hp Blank,Make Noise,5,Помог запонить брешь в системе!,Спасение!
4624,Pavel,4.2.21,GIT0018622-000,Electric guitar ST Rock BK Lefthand Black,J & D,4,"Моя первая леворукая электруха. До этого на классике играл.  Качество сборки норм, строй держит. Удобная.",Хорошая гитара
4625,Сергей,13.10.19,GIT0018622-000,Electric guitar ST Rock BK Lefthand Black,J & D,5,"Классная гитарка для левши, все как надо для начинающего!",Гитара
4626,Alex Kornman,15.2.20,GIT0018622-000,Electric guitar ST Rock BK Lefthand Black,J & D,5,I just was need left handed guitar for practice. This guitar is ok for beginner.,Cost its money
4627,shulgin.alex@gmail.com,27.3.19,ACC0007884-000, ,Cordial,5,Мне нравится,Достойно
4628,Dmitry Kashcheev,13.12.20,ACC0007884-000, ,Cordial,5,Очень хороший кабель!,Good quality!
4629, Daniel Smith,21.12.20,ACC0007884-000, ,Cordial,5,Worth the money,Pefrect
4630,Igor Lapshin,13.5.19,ACC0007884-000, ,Cordial,5,The best choice for this price,"Cordial 1,5 m guitar cable"
4631,Igor Lapshin,1.4.19,ACC0007884-000, ,Cordial,5,"Nice instrument cable with low noise, best for the price",Guitar cable
4632,Evgeniy Skorikov,11.3.21,SYN0006500-000,Grandmother,Moog,5,"Sound is really great - synthesis is kind of a little bit randomized - but u can easily control Moog and get the sound you want, after reading tutorial-book! The package was accurate and safe - no problems with this fragile item!",Moog Grandmother
4633,ekonet,27.1.17,PAH0008451-000,Relay G30 Digital Guitar Wireless Guitar System,Line 6,5,"Я из HARDY (Россия) Все концерты играем только на этом девайсе. Очень удобно, совершенно нет ограничений в движении, и что главное передаёт оригинальный звук без помех. Покупаем себе в группу и для бас гитары.",Будь свободным с G-30 
4634,Sergey Eliseev,27.4.17,PAH0008451-000,Relay G30 Digital Guitar Wireless Guitar System,Line 6,5,"Great purchase for its price. Much much better than my previous AKG WMS 40 device. Compact and handy, recommend it to anyone. Many thanks to Musicstore for delivery. Quick and safe for product.",Great purchase!
4635,Andrey Krivosheychuk,7.7.16,PAH0008451-000,Relay G30 Digital Guitar Wireless Guitar System,Line 6,5,One of the best non-professional wireless systems for guitar. All is perfect. Very low current consumption. But its easy to breake belt holder. Be carefull,One of the best non-professional wireless systems
4636,Макарова Наталья ,20.8.20,SYN0006604-000,Keystation Mini 32 Mk3,M-Audio,5,"Клавиши удобные по размеру, большой функционал, красивый дизайн, минусов нет",отзыв о клавиатуре
4637,Artem,12.11.20,SYN0006604-000,Keystation Mini 32 Mk3,M-Audio,5,"Very good quality, i like it",THE BEST MUSIC SHOP IN THE WORLD
4638,kvltcat,19.3.19,GIT0040274-000,Gigbag Semihollow Deluxe,Fame,5,Fits my ibanez AS73 perfectly.,Nice bag for a semi hollow
4639,Sergey,3.7.20,GIT0050769-000,Acoustic Guitar Strings 10-46,MUSIC STORE,5,Really good strings!,Good Strings
4640,Vitaly Baturlov,22.5.20,GIT0050769-000,Acoustic Guitar Strings 10-46,MUSIC STORE,5,"Simple and inexpensive, just what i needed",Good strings
4641,Дмитрий,12.10.19,DRU0014625-000, ,Fame,4,"Пока только собрал, посмотрим как выдержит наших барабанщиков)",попробуем
4642,Олег Сыроваткин .,21.1.20,DRU0014625-000, ,Fame,5,Супер товар !!! Цена и качество . купил у Вас 6 шт ,Супер товар !!! Цена и качество .
4643,shulgin.alex@gmail.com,3.3.20,DRU0014625-000, ,Fame,5,"Совсем немного люфтит, но мои 80 кг держит отлично и со своими функциями справляется на ура. ","Чуть хлюповат, но свои функции выполняет."
4644,Олег Сыроваткин .,15.2.20,DRU0014625-000, ,Fame,5,"Стул качественный в соотношении цены , но стул стал дороже с 21 евро до 32 очень плохо , брал на перепродажи и в личное пользование,  но теперь  с таким темпом по дорогой цене не получится перепродать . Из минусов - гайка откручивается , и седло не фиксируется крутится ",Супер товар !!! Цена и качество .
4645,Denis Ibragimov,20.7.21,DRU0014625-000, ,Fame,5,"Не ожидали такого качества и функционала стула, просто агнище)))Посмотрим, как будут в эксплуатации и сколько протянут в школе.",Стул винтовой для барабанщика
4646,Михаил,30.11.19,ACC0003419-000, ,Cordial,5,Очень хороший качественный кабель. Не фонит.,Хороший качественный кабель
4647,HansZ1mer,14.6.19,ACC0003419-000, ,Cordial,5,"нормальный обычный кабель, косяков не заметил",Normal cable
4648,Pavel,19.12.16,DRU0027335-000,"Snare Stand 9706UA-TP, Ultra Adjust",Gibraltar,5,"Very, very good quality and appearance. The most moschny rack, which I used. Especially liked the mounting height adjustment and tilt.  No backlash, resistance to 4+. Compact.","Gibraltar Snare Stand 9706UA-TP, Ultra Adjust"
4649,Victor Atlas,18.5.16,DRU0009209-000,Cabasa Holder MC-CA ,Meinl,5,"Хорошо сделано и упаковано, свою функцию выполняет.)",Сделано отлично.
4650,Anton,16.2.17,ACC0003391-000, ,Cordial,5,"Perhaps this is the best line I've ever met! It is durable, made very high quality! With this cord, I forgot that the audio signal can get lost somewhere else !!! I recommend this high-quality cable!",The best cable!
4651,Vadim,23.6.17,DRU0026035-000,Cover for Drum Throne AA9024,Ahead Armor Cases,5,Excellent soft patch for the chair!Pleasant sensations during the performance...,Excellent soft patch for the chair!
4652,Ruslan Nemtsev,18.8.16,DRU0019476-000,"Wahoon B20 China 16"" (Natural)",Fame,5,Very good China for this kind of money!,China - sounds ok!
4653,Станислав,11.10.19,DRU0019476-000,"Wahoon B20 China 16"" (Natural)",Fame,3,"Чайна звучит очень очень громко и кастрюлит. Да-да, как кастрюлька, Сделана очень толсто, шипит мало.",Чайна ОЧЕНЬ громкая
4654,Sergey,18.5.17,ACC0005574-000, ,Cordial,5,Just a great di box,Pleasant surprise
4655,Anton T.,23.9.20,REC0009248-000,opticales Cable 1m Toslink male/3.5mm opt. Jack,MUSIC STORE,5,Задачу свою выполняет.  За свои деньги - очень хорошо.,"Кабель как кабель, ничего особенного"
4656,Petr,31.10.21,REC0015448-000V000191771,AXINO Synergy Core Modeling Mic & Interface,ANTELOPE,5,"Это замечательный инструмент. Качество на высшем уровне. Сама идея замечательна: в одном приборе микрофон и звуковая карта с ДСП обработкой. Если нет аутборда, то больше ничего и не надо для музыкального продюссирования. Браво, Antelope audio ! ",Antelope audio Axino
4657,Alex Isaev,6.12.17,GIT0021414-000,S-Security Locks chrome ,Warwick,5,"Полный аналог стреплоков от Shaller  как по размеру, так и по функционалу. Покрытие слабое, отслаивается, обнажая обмедненную поверхность, если это для вас не критично, то советую к преобретению!",Не плохая альтернатива Shaller.
4658,Руслан,30.4.19,REC0013241-000,MR524,Mackie,5,"Ровное звучание без претензии на Хайэндъ. По сравнению с JBL MSR305 высокие у MR524 ровнее, чище середина и мидбас. При этом середина чуть менее детальная. В целом всё хорошо, с учётом ценовой категории.",Not bad
4659,Daniil,1.11.20,REC0013241-000,MR524,Mackie,5,"Данный товар доставили  за 28 дней в белгород. всё в целостности и сохранности. Самая задержка это была в брянске  на таможне! За таможню отдельно ещё выплатил 1200р. и плюс на почте самой почте рублей 200. Покупал мониторы и наушники маки мс 250.Мониторами вполне доволен, звук чистый.Стерео расширение отличное! что скажу по мощности они так сильно не громко звучат, но опять же для каких целей вы покупаете их.я покупал их для сведения музыки вокала и так далее. для этого они подходят очень хорошо. в них очень детализированный звук, можно услышать при сведении  многие нюансы, если есть слух) Важное что скажу о них.  сами мониторы на мониторах нужно выкручивать регулятор громкости до 90, тогда вы услышите их звучание полное, ну а на звуковой карте на процентов 30-50. Наушники тоже очень хороши,как и для записи вокала как и для мониторинга сведения и просто прослушивания музыки! Спасибо большое магазину musicstore.com за качественную и не дорогое музыкальное оборудование.",Mackie mr524
4660,Sergei,27.4.21,REC0013241-000,MR524,Mackie,5,"Это мои первые мониторы, и я очень доволен ими. Качество звука на высшем уровне. Очень стильно выглядят. Магазину большой респект.",В восторге
4661,Алексей,22.9.19,REC0013241-000,MR524,Mackie,5,"Покупал на замену дешевых Свеновских комповских колонок для прослушивания музыки и фильмов. Мне нравится, звук хороший, бас есть, сцена разборчивая, музыка стала более объемная.",Понравилось
4662,"Андрей Нечаев, Переславль-Залесский",14.9.19,GIT0040893-000,19002 Optiweb,Elixir,5,"Давно перешёл на Elixir, 9-42 поставил впервые, доволен, буду брать их.",Отличные струны.
4663,Вячеслав,24.10.17,PAH0006823-000,ADX-60 Pre-Polarized Condenser  Boundary Microphone  ,Audix,5,"Удобный, качественный микрофон, как для съема звука со сцены театралов, сочетание вместе с подвесами самое то, либо на конференц-стойке. Можно использовать для озвучки бас-бочки.  ",Отличный микрофон
4664,Igor,26.1.21,DJE0001663-000, ,Glorious,5,Looks simple and sophisticated at the same time. Works perfectly if you want to have your records handy and be exposed. ,Simple and elegant
4665,Igor Durachkin,29.3.16,BAS0001973-000,Standard 102 HF Cabinet ,Markbass,5,Excellent bass cabinet for small rooms.Often used in conjunction with the Cabinet Mark Bass Standard 104 HF and Mark Bass Little Mark Tube 800 amplifier.Excellent experience from working with this bass cabinet.,Mark Bass Standard 102 HF Cabinet
4666,pavel,26.1.19,PAH0015509-000,DriveRack PA2,DBX,5,ein guter Prozessor. reiche Kapazität von subtilen Einstellungen. Dank ihm können Sie den Klang von allen Lautsprechern sehr gut verbessern und das Feedback des Mikrofons leicht unterdrücken. sehr schneller Versand und Versand nach Russland,DBX DriveRack PA2
4667,Sergei Evgasev,11.7.20,PAH0015509-000,DriveRack PA2,DBX,5,"Под мои задачи подходит хорошо. Для аккустики среднего ценового диапазона больше и не нужно. Из минусов нельзя задержку выставлять поканально, только на группу.",Хорошее качество за свои деньги.
4668,Spartakbasov@mail.ru,20.11.20,REC0007742-000,Heavy Duty Spray Adhesive,Adam Hall,5,The best ,The best 
4669,Marina Sibireva,3.6.16,GIT0034309-000,Phoenix Capo,Fender,5,I wish it cost less),"Small and strong, but it cood be cheaper "
4670,Александр,24.11.18,DRU0032007-000,"PSTX Swiss Splash 10"" ",Paiste,3,"Купив эту тарелку, порадовался звуку и цене, но недолго. После ШЕСТИ! репетиций увидел что на тарелке аж ПЯТЬ трещин! Пять! Я играю на барабанах больше пятнадцати лет и за все время это вторая потрескавшаяся тарелка. Я имею аналогичную сплэш тарелку (Sabian AAX SA21000X) которому уже более десяти лет, он в три раза дороже, но на нем ни единой трещины. Обращаюсь к фирме ""paiste"" - перестаньте выпускать этот лом, не позорьте своих дилеров.",Не берите этот мусор!
4671,Евгений Иоакимиди,18.6.20,DRU0032007-000,"PSTX Swiss Splash 10"" ",Paiste,3,"Добрый день всем! Моей сплэшке уже третий месяц пошёл и я вам скажу так. Звук прекрасный,четкий,резкий,но есть одно ...НО! И это прям огромный минус! Трескается по страшному, ни одна тарелка не трескалась так,как эта сплэшка, никогда! Меняйте качество тарелки ,PAISTE! Именитый бренд и вот так отнеслись к качеству! Чё ж так не серьезно! У меня она уже вся распилена нашпилем, потому что по другому никак будет хуже если не пилить! В каком бы вы жанре не играли,потрескается как ни крути! Не советую к покупке ! В общем не особо рад покупке! Cчитай деньги на ветер.Покупать из за звука, это глупо!Надеюсь Paiste , вы обратите внимание на мой отзыв! А магазин Musicstore как всегда на высоте! Спасибо за лучшую и аккуратную доставку!","Вроде и Paiste, но качество на низком уровне!"
4672,Ярослав,13.2.21,GIT0022377-000,K-Git.Saiten Satz 725 MHT Nylon Goldin Super Carbon,Hannabach,5,"Струны относятся к премиум классу, отличные по звуку. Раскрывают инструмент на 100%. Из минусов: цена!",Струны отличного качества
4673,Артем,31.1.20,REC0014109-000,PodMic,Rode,5,"Высокое качество материалов, сбокри и в итоге, обалденный звук. За свои деньги это просто сказка.",Великолепно!
4674,Глеб,2.10.20,REC0014109-000,PodMic,Rode,5,Очень чистый приятный звук!!! Лучшее соотношение цена\ качество! ,"Это лучший микрофон, который у меня когда-либо был"
4675,Sergey Burmistrov,22.3.17,ACC0003091-000, ,Cordial,5,Классный кабель! Купил его вместе с мониторами и звуковой картой. Очень доволен покупкой. Качество изготовления на высоте!,Отличный кабель
4676,Konstantin Morozov,28.4.17,GIT0011531-000,OD-808 Overdrive   ,Maxon,5,"Just great screamer as you expect it to be! Smooth drive, much smoother than many on the market. Totally a must for overdriven sounds",Great Screamer
4677,Semyon,29.5.21,REC0014418-000,Lavalier Go (Black),Rode,5,"Брал для Wireless GO.Маленький по сравнению с той же BOYA. Намного меньше искажений. На верхних нотах/звуках нет дисторшена.Если на постобработке сильно поднять уровень, то будет слышен шум. Петличка всё-таки не 20к стоит. Я просто пытался записать очень тихие звуки, а она всё такие не для этого, но всё равно справилась.Для голоса и прочих разговорных жанров - это отличный выбор!",Невероятное цена/качество
4678,Anatoly Grinberg ,15.7.19,PCM0010296-000,Mini-DigiLink Male 12 ft. ,Avid,5,As usual Avid’s cables provides the best quality !,Perfect cable
4679,Victor Atlas,18.5.16,DRU0024924-000,"Didgeridoo TSDDG1-BK, Trombone 36"" - 62"", Fiberglass",Meinl,5,"Очень хорошо упаковано было, везти почтой россии не страшно. Выглядит очень здорово.",Я доволен.
4680,Владимир Скрябин,18.5.17,GIT0035508-000,PR5-E Natural Florentine,Epiphone,5,"Гитара очень индивидуальный продукт,..именно этот инструмент,скажем так, лег мне в руки удобно и моим требованием  подходит полностью.",Цена-качество на высоте.
4681,Келлер,15.6.17,ACC0002210-000, ,D'Addario,5,"Отличный комплект для простого и быстрого создания патч-кабелей для педалей. Ничего не нужно паять, прикрутил и готово.",Отлично
4682,Pavel,1.11.17,PAH0001516-000,"Multicore 8xXLR, 10m, Stagebox ",MUSIC STORE,5,"Exelent solution for small studios, cables not became a web :)",It's good for you
4683,Alexander Merekin,13.3.16,PAH0001516-000,"Multicore 8xXLR, 10m, Stagebox ",MUSIC STORE,5,With this multicore I solved a lot of problems with the commutation on live performances. Despite its low price it is made very high quality and looks reliable.,Solver of problems.
4684,Sergey M.,21.2.20,PAH0001516-000,"Multicore 8xXLR, 10m, Stagebox ",MUSIC STORE,5,"Покупал для барабанов, за эти деньги супер! Кабель мягкий, гибкий. Разъемы нормальные, но стоит аккуратнее вынимать их из пульта или звуковой карты, чтобы не оставить их там.",Отличный мультикор
4685,Dmitriy,16.6.21,REC0014868-000,CM-1,Klark Teknik,5,"Быстро отправили,в Россию быстрая доставка,товар пришел целый,все новое,уже все подключил,работает отлично,доволен магазином буду заказывать еще.",Все отлично.
4686,Oleg,14.2.21,DJE0003262-000, ,Shure,5,"Excellent sounding, very convenient. Delivery of goods at the highest level. I recommend buying it in this store!",Shure SRH840
4687,Михаил,29.3.21,DJE0003262-000, ,Shure,5,"Удобные, качественные!",Отличный баланс
4688,Duke,15.7.19,GIT0044843-000,Hard-Case Historic (Single-Cut Guitar),Fame,5,"По соотношению цена/качество кейс удивляет, конечно, в лучшую сторону) Спасибо, MusicStore!",Отличный кейс
4689,Mikhail,1.4.21,REC0011881-000V000189447,"DT 880 Edition / 600 Ohm Studiokopfhörer, halboffen",beyerdynamic,5,За СВОЮ ЦЕНУ очень хорошие наушники.  Изготовлены качественно. Спасибо Musicstore за сервис и конкурентную стоимость!,Beyerdynamic DT880 Edition 600-Ohm
4690,Anton Makarov,13.8.17,REC0007446-000,C 414 XL II,AKG,4,"Sufficiently sound-neutral microphone, it transmits the signal very plausibly, I like to record an acoustic guitar on this microphone, it works perfectly with the lower middle of the frequencies, is very pleased with the purchase",Cool Mic
4691,Maxskjjdkfidbf7383@gmail.com ,19.10.21,REC0007446-000,C 414 XL II,AKG,5,"Пока не понял, Че взял, ну посмотрим ",Ууу
4692,Сергей,11.3.20,PAH0001801-000,RTA-M Measuering Mic f.Drive Pack PA,DBX,5,Микрофон в коробочке что удобно для хранения и транспортировке брал именно dbx так как у меня драйвер такой же фирмы . ,Отличный микрофон
4693,SteelTrueDrum,11.12.17,DRU0033190-000,L80 Low Volume 468 Box Set,Zildjian,5,"Купил такой комплект вдобавок к пластиком SilentStroke от REMO. По громкости они примерно идентичны. Тарелки дают четкий пинг, ощущения как при игре на настоящих тарелках. Крэшуются, есть звук белла. По громкости например хэта больше слышно щелчок от удара палочки. Можно играть и разговаривать. Пока соседи не жаловались.",Очень нужная вещь для домашних занятий
4694,Rulchik,25.6.17,REC0000388-000,MDR-7506 Professional Monitor  Headphones,Sony,5,"Отличные наушники за отличную цену. Единственный существенный недостаток по иронии судьбы смогут оценить только владельцы :-). Недостаток этот, кстати, для многих несущественен. Суть: при складывании-раскладывании тонкий шнур иногда попадает в... я не знаю... щели, что ли. Между корпусом оголовья и корпусом самого ""уха"".Не читайте ничего про недостатки! Покупайте, не пожалеете!",Отлично!
4695,Алексей ,25.11.19,REC0000388-000,MDR-7506 Professional Monitor  Headphones,Sony,5,"Очень детальные наушники. Чуть много верха, но за счет этого слышно все косяки. Бас передают аккуратно. Не требовательны к источнику. ",Sony mdr 7506
4696,Sergey ,9.4.20,REC0000388-000,MDR-7506 Professional Monitor  Headphones,Sony,5,"Очень доволен покупкой,  большое спасибо",Все на высшем уровне
4697,Nikolay,15.1.20,REC0000388-000,MDR-7506 Professional Monitor  Headphones,Sony,5,"Отличные наушники, отличная изоляция и качество звука.",Отличные наушники
4698,Sergei Belov,29.5.19,REC0000388-000,MDR-7506 Professional Monitor  Headphones,Sony,5,Best classy headphones for sound recording indoors and outdoors TV and filmmaking,Classic Sony headphones
4699, Reder_Sergej,14.10.17,GIT0012056-000,940-ENLPCS Les Paul Style Hard shell Guitar Case - Black  ,Epiphone,4,"Есть небольшие дефекты, а  именно  - на нижней стороне  небольшие царапины. Вероятно небрежная  упаковка или транспортировка.",Футляр Epiphone
4700,Константин,28.7.17,GIT0012056-000,940-ENLPCS Les Paul Style Hard shell Guitar Case - Black  ,Epiphone,5,"Для лес пола отличный кейс, внутри обшит и имеет отделение для аксессуаров.",Отличный кейс
4701,Vlastelin,3.1.18,GIT0012056-000,940-ENLPCS Les Paul Style Hard shell Guitar Case - Black  ,Epiphone,5,"Лучший кейс для защиты гитары LP. Безупречное качество, жесткий каркас и мягкое внутреннее покрытие. Также есть небольшой внутренний закрывающийся отсек под инструменты/кабели/примочку. Кейс поставляется в картонной коробке!",отличный кейс!
4702,Nail Shayk,29.8.17,GIT0012056-000,940-ENLPCS Les Paul Style Hard shell Guitar Case - Black  ,Epiphone,5,Omfg this is the best case I've ever touch and use. Must have definitely !,I LOVE THIS CASE
4703,VADIM SOKOLOV,30.6.19,GIT0031008-000,NYXL 10-46 Carbon Steel Alloy ,D'Addario,5,"Струны хорошие, но не более того. Не очень люблю излишний металлический лязг после замены, через пару дней этот звук пропадает. Цена с учетом длительности их использования несколько завышена.",D'Addario NYXL
4704,Valentin Modin,30.10.19,GIT0031008-000,NYXL 10-46 Carbon Steel Alloy ,D'Addario,5,Good sounding strings. Sounding life time average. But their durability is perfect. Very nice for floating tremolo guitars. No worry using at home or at concerts. They will not break,NYXL
4705,Юрий,19.7.18,REC0011212-000,SpeakerPad Set M 300x200x40 mm,MUSIC STORE,5,"   Использую  SpeakerPad для установки купленного в MUSIC STORE сабвуфера ADAM Sub 7 на поверхность.   SpeakerPad отлично справляется со своей работой, колебания от корпуса сабвуфера практически не передаются на опорную поверхность, что крайне положительно сказывается на качестве звука.   Пркупкой доволен, замену не планирую. ",MUSIC STORE SpeakerPad Set M 300x200x40 mm
4706,Vladimir Kudryavtsev,27.7.16,REC0011212-000,SpeakerPad Set M 300x200x40 mm,MUSIC STORE,5,"С этой пенкой звучание моих мониторов стало более собранным и чистым, даже и не мог подумать что такое эффект будет от банальной прокладки из поролона :) отлично подошли под мои krk rp8g2!",Дешево и сердито.
4707,Maxim Kitsenko,18.6.19,REC0011212-000,SpeakerPad Set M 300x200x40 mm,MUSIC STORE,4,"купил себе первые мониторы и заказал эти две подставки, прочитал что в комплекте идут сразу две. Но когда распечатал смутило качество, как и первые мониторы это были мои первые подставки поэтому я могу заблуждаться но качество сомнительное. Как подставки они хорошие, но вот вибрацию гасят ли ? не знаю, на первое время пойдет",Честно говоря не знаю
4708,Anatoly Kovernikov,5.6.16,REC0011212-000,SpeakerPad Set M 300x200x40 mm,MUSIC STORE,5,"легко установил свои мониторы под нужным углом, просто и сердито :)",оптимальный вариант 
4709,Алексей,7.12.16,REC0011212-000,SpeakerPad Set M 300x200x40 mm,MUSIC STORE,5,Отличный вариант за маленькие деньги!просто и со вкусом:),Класс
4710,SJC,17.11.17,DRU0010226-000,Drum Throne 5100,DW,5,"Крайне хороший стул, за свои деньги. Большой ход винтового штока позволяет настроить широкий диапазон высот. Достаточно большое, толстое и упругое круглое седло, не проминается. Сидеть очень приятно, в меру мягкий, о болях в спине можно забыть. Весит немного, в сложенном виде достаточно компактный. Очень устойчивый.Доставкой доволен - получил за 7 дней с момента заказа. ",DW 5000 Drum Throne
4711,Vasily,22.3.21,REC0014549-000,Vocal Starter Kit,Fame Audio,4,Кабель бы в сборку или в дополнительные товары его предложить бы,Товар качественный
4712,Lilbluntshawty ,21.3.21,REC0014549-000,Vocal Starter Kit,Fame Audio,5,I like this microphone,Good microphone
4713,Andre,24.3.18,PAH0015337-000,X-Touch USB - DAW Controller,Behringer,5,Unique device that can control both: my XR18 and DAW. Many XR18 features are now available on the fly - tremendous integration. Good job Behringer! ,Great device!
4714,Pavel,8.12.16,PAH0015337-000,X-Touch USB - DAW Controller,Behringer,4,Рабочая лошадка,Behringer X-Touch
4715,vovochka1978,6.1.18,PAH0015337-000,X-Touch USB - DAW Controller,Behringer,4,"Не долго мучился с подключением. Настройка простая, не смотря на то, что инструкция не на русском. Sonar Cubase audition его спокойно видят. Не все кнопки правильно работают, но это всё настраивается в самой DAW В общем покупкой доволен.",Намного облегчает работу.
4716,Dmitry,19.6.19,PAH0015337-000,X-Touch USB - DAW Controller,Behringer,5,Just received it and cant stop playing with all the buttons and settings. Its really unique controller with lots of features. A bit configuration in DAW and it becomes a beast:),Great device for the money it costs 
4717,Александр,8.4.19,PAH0015337-000,X-Touch USB - DAW Controller,Behringer,5,Очень удобный контроллер. Жаль только не работают индикаторы пиков сигнала на каналах и на первом канале индикатор уровня не работает совсем. А так очень удобная штука.,Замечательное устройство
4718,Olga,12.4.17,PAH0000293-000,"E 845 S Evolution dynamic Microphone, Switch",Sennheiser,5,"Для моего вокала классно подошёл, рекомендую!",Хороший вокальный микрофон.
4719,Andrew,2.9.19,SYN0004683-000,Modulear Patchmate Cable 60cm deluxe patchcable,Vermona,5,very sturdy,very sturdy
4720,Anton,20.3.18,DRU0029548-000,"Reflex Crash 14"" (Silver)",Fame,4,"нормальный вариант для тренировок. пока лежит про запас. в случае чего можно заменить им половину хай-хэта, когда треснет.",неплохо для тренировок
4721,IVANZepHeR,10.8.18,DRU0029548-000,"Reflex Crash 14"" (Silver)",Fame,3,"Нормальное качество тарелок, легкие, много высоких посторонних звуков. Для тренировок и репетиций",Нормальные тарелки
4722,Alexey Filin,15.4.19,DJE0006033-000, ,Decksaver,4,"Идеальное качество, но высокая цена. ","Все отлично, но очень дорого."
4723,Andrey,15.5.19,GIT0039250-000,Gig-Bag Basic (Tenor Ukulele),Fame,5,I bought this bag together with a Ortega tenor ukulele and it fits in perfectly. It's a great case for your money.,Good!
4724,Aliensitar@gmail.com,17.1.17,GIT0033196-000,Nano Legacy Purple Wind Head ,Hotone,5,Маленький монстр..звучание легендарного marshall super lead 1959 custom.в компактном формате. Идеальный вариант для дома.Звучит как лампа На борту send и return как на полноформатных усилителях. Линейный выход он же выход на наушники.Усилитель автоматически определяет и работает с  сопротивлением кабинета( динамика) 4ом 8ом или 16ом.Есть вход под плеер или телефон для игры под минус.Прекрасно ладит с педальками..способен раскачать кабинет 2x12.в наушники звучит похуже но приемлемо.раскрывает свою душу ближе к 3 ватам.для дома самое то),Впечятляет)
4725,Kalina,15.4.17,PAH0017566-000,ES 802 Entertainer System,dB Technologies,5,"Собрано качественно, аккуратно, материал не дорогой, но качественный...Всё просто и без излишеств, Кабель питания качественный, длина приемлемая. Саб порадовал звуком, загребает достаточно низко для 12"". Штанга ""саб-топ"" простая, но качественная(в месте стыка с сабом не помешает резиновое кольцо). Топы очень лёгкие, при транспортировке желателен жёсткий кофр с упругим наполнителем. Звук топов требует некоторой корректировки внешним микшером, сказывается отсутствие твитера. При большой нагрузке по НЧ система клипует, но не отключается. ES802 показала себя лидером при прямом сравнении с Turbosound iP1000 .... просто, порвала Турбину, как Тузик тряпку...Видео:  https://www.youtube.com/watch?v=Ba2swo1u-kE      После некоторого времени выяснилось, что у ЕС802 Есть существенный недостаток - отсутствует защита динамиков при включении/выключении питания. Конструкция не предусматривает наличие задержки включения динамиков(или она не функционирует).Поэтому при включении/выключении кнопки питания происходит щелчок в динамиках. Это серьёзный недостаток, который может привести к поломкеСПАСИБО АДАМУ за помощь и терпение!","то, что нужно"
4726,Irina,22.4.17,PAH0017566-000,ES 802 Entertainer System,dB Technologies,5,"это лучшее!, для 80 рыл влёхкую.Спасибо за доставку",Best
4727,Igor Nikulichev,19.5.16,GIT0035869-000V000196101,Helix Floor,Line 6,5,"Все очень удобно и понятно, звук просто супер, возможностей достаточно для самых самых притязательных. ",Супер аппарат.
4728,Ilya Frolov,7.1.17,GIT0035869-000V000196101,Helix Floor,Line 6,5,Very realistic sound. A lot of amp and pedal models. Intuitive interface.,Excellent device
4729,Катерина,26.7.17,REC0008301-000,NT2-A Studio Solution,Rode,5,"Это универсальный микрофон и он очень хорош за свои деньги. Не сказать, что часто пользуюсь настройками на самом микрофоне, но они точно не лишние. Звук отличный.Dies ist ein Universalmikrofon und er ist sehr gut für das Geld. Ich sage nicht, dass oft die Einstellungen verwenden, um auf das Mikrofon, aber sie sind nicht genau überflüssig. Der Sound ist ausgezeichnet.","Микрофон для подкастов, пения и записи инструментов!"
4730,Astanov Farrukh,21.3.20,REC0008301-000,NT2-A Studio Solution,Rode,4,"Отправляйте пожалуйста почтой ЕМС в Россию, обычная почта, взимает деньги, уже в России  это помимо того, что я уже оплатил, также доставка достигает 21 дней! Вообщем товаром доволен, почтой и дополнительной оплатой не рад.... поэтом Оценка  4 из 5 ",Пересмотрите почтовую отправку 
4731,Rinat,21.10.19,REC0008301-000,NT2-A Studio Solution,Rode,5,Отличное качество и лучшая цена!,Best
4732,Dart Daven,11.1.18,REC0008301-000,NT2-A Studio Solution,Rode,5,"High quality mic, with unic sound. Best of mics in it's price category. I,ve chosen from akg and audiotechnika, but this mic got it's own sounding, unic sounding. I tried to record things from vocals to acoustic guitar and drums and it copes with it's tasks perfectly well. Pop filter is not match mic's quality level but it doesn't matter",One of the best mics i used
4733,Alihan ,3.12.21,REC0008301-000,NT2-A Studio Solution,Rode,5,top,top
4734,Rob7777777@yandex.ru,29.3.21,GIT0018302-000,E-Guit.StringEXL148 12-60 Drop Nickel Wound  Drop C Tuning,D'Addario,5,Для пониженного строя самое то!,Класс!
4735,Pavel,7.8.19,GIT0018302-000,E-Guit.StringEXL148 12-60 Drop Nickel Wound  Drop C Tuning,D'Addario,5,Отличные недорогие струны для низкого строя.,Отличные струны
4736,Anton,16.3.17,GIT0018302-000,E-Guit.StringEXL148 12-60 Drop Nickel Wound  Drop C Tuning,D'Addario,5,"Цена превосходна! Струны быстро изнашиваются, но для записи и концертов сгодятся! Не плавают под пальцами, настраиваются быстро даже сразу после установки, держат строй неплохо, но надеяться на них я бы не посоветовал. Приятно звенят первые пару дней послу установки!","Играй в ДО, будь жесток!"
4737,Alejandro,28.1.20,GIT0018302-000,E-Guit.StringEXL148 12-60 Drop Nickel Wound  Drop C Tuning,D'Addario,5,Super,Best c-tuning choise for the price
4738,Maya Kazarina,15.8.21,ACC0007580-000, ,Korg,5,"This is an amazing metronome! It sounds well, as promised and delivery was vey fast. Thank you, Music Store",Metronome
